sex,height,leg,chest,waist,hip,weight,age,arm,shoulder
1,173.9,80.2,30,25.7,31.1,61.6,30,60.1,41.3
1,166.4,77.2,31.9,27.9,32.5,66.2,35,59.5,38
1,175.5,81.1,31.9,26.1,32.5,72.7,25,59.5,39.5
1,181,81.3,32.7,30,34.2,78.6,50,60.5,39.5
1,174.5,79.3,32.3,30.1,32.8,78.3,44,59.8,39.7
1,171,78.3,32.8,32,34.6,78.1,26,61.6,42.1
1,184.3,87.2,30,25.6,30.8,62.8,31,61.4,42.8
1,173,79.5,32.4,29.1,33.7,73,30,60,40.5
1,183.6,86.5,30.7,26.3,33.3,65.2,19,63.7,39.6
1,164.8,75.3,32.1,31,33.5,74.5,24,55.6,39.5
1,170.3,77.8,28.8,25,31.3,59.6,35,59,37.8
1,168.2,71.9,36.5,35.7,36.9,93.7,33,56.4,42.6
1,170,79.5,32.4,28.5,31.7,66.9,30,60,39
1,171.1,80.7,29.6,27.5,32.3,70.2,25,60.2,39.2
1,177.5,80.4,36.5,34.8,38,103.5,19,65.4,41
1,183,80.9,38.2,36.4,37.5,107.4,26,62,44.7
1,177,85.7,31.1,28.2,32.9,72.4,33,62.4,40
1,169,78.3,31.7,28.3,31.4,67.2,25,61,38.5
1,190.5,88.6,33,28.1,35.1,80.3,27,67,41.6
1,173.2,80.2,31.9,26.9,32.8,63.1,26,60.5,41.2
1,175.8,79,30.9,28,31.9,66.7,41,57,41.5
1,177.6,80.8,33.1,31.1,35.4,81.4,23,63.3,39.8
1,182.1,85.6,30.4,26.2,32.6,66.2,30,63.1,42.2
1,177.2,85.3,32.1,30.1,35.3,82.5,19,64,41.3
1,173,81.3,33.5,29.4,35.6,79.4,19,61,41.6
1,173.5,80.6,33.5,33.2,36.1,84.1,19,60.6,37.1
1,176.7,83.7,31,27.8,32,69,22,62.4,39.5
1,177.4,82.1,35.1,27.7,32.7,67.2,22,62,41
1,180.5,83.8,29.5,29.2,34.6,75.8,25,63.3,39.7
1,173.6,80.4,30.2,25.1,31.9,63,24,60.7,38.1
1,175,84.5,32.5,29.3,33.6,71.2,56,60.3,40.6
1,171,81.1,30,27.9,32,64.5,58,61.3,40.6
1,181.4,88.4,27.4,26.4,32.1,64.4,18,63,40.4
1,177.5,85.6,29.9,24.3,30.5,59.6,18,61.3,40.3
1,172,83.3,29.9,25.8,30.7,53.8,18,60.5,38.7
1,171.2,81.5,31.7,29.5,33,72.7,18,63,39.8
1,168.2,78.3,32.1,29.4,33.8,70.7,18,62,40.3
1,172.5,83.8,28.9,24.9,30.3,58.1,18,60.3,38.4
1,163,72.6,30.6,27.6,31.4,66.3,22,54.6,38.8
1,179.9,82,32.6,28.2,33.3,75,18,60.7,39.5
1,177.7,82,34.9,29.8,33.7,84.1,18,63,43.4
1,172,78.7,28.5,26.1,31.4,65.2,18,57,37.3
1,169.4,78.3,29.5,25.5,30.8,60.7,18,56.8,36.3
1,172,77.5,29.6,26.1,30.3,54.4,32,57.8,38.1
1,174.6,78.8,33.3,30.1,35,78.8,47,58.8,40.3
1,169.1,78.9,31.1,29.5,32.6,73.6,51,59,39.6
1,171.5,81.7,29.2,25.7,30.5,60,19,61.3,38.8
1,168.4,77.2,31.3,29.8,32.7,69.5,19,59.7,39.6
1,174,84.4,29.2,28.1,32.8,67.9,19,61.5,38.5
1,172.4,78.6,34.4,34.8,35,87.3,29,62,41.2
1,175.7,82.3,31.9,28.2,34,74.1,19,61.5,41
1,166.9,76.5,30.6,28.5,33.2,63.4,45,58.5,36.5
1,170,79.5,32.7,27.7,32.3,67.5,27,58.5,40.6
1,170.8,79.8,30.2,25.9,31,63.8,27,58.8,36
1,185.4,88.4,31.5,31.5,34.9,82,38,63.2,40.2
1,179,77.9,31.8,29.4,34.1,78,34,60.2,40.6
1,180.8,81,32.6,30,34.6,76.6,38,60.8,41
1,179,82.5,35.7,34,35.1,95.2,40,63.3,43.3
2,166.9,79.6,28.1,25.1,33.1,54.1,23,58,36.6
1,163.6,75.8,31.9,29.6,33.2,71,52,58.7,38.5
1,177.7,81.7,32.4,29.8,33.4,79.2,33,60.1,39.9
1,172.1,80,30.4,29.4,33.5,66,52,61,38.3
2,162,78.9,28,25.5,31.7,50.6,21,56,35.1
2,162.6,73.9,28.1,25.1,32.7,54.1,22,57,37
2,165,78.4,27.8,23,31.3,46.9,19,57.5,34.5
2,162.2,74.1,28.8,24.5,31.5,51.2,33,56,35.3
2,154.1,71.4,25.5,21.5,29.3,40.5,24,53,32.3
2,156.2,70.1,28,26.3,31.8,54.3,33,53.3,35
2,156.7,69.1,28,24.1,29.5,48.8,19,54,36
2,155.6,73,27.6,25,30.7,46.7,19,54.7,34
2,159.4,72,28.6,24.4,32,49.8,27,54,36
2,164,73.6,28.5,26.4,32.5,60.6,40,56.5,37.2
2,155.7,70.1,26.5,24,29.8,50.1,27,52.6,34.1
2,161,74.5,29.3,27.3,32.5,59.2,26,55.8,36.3
2,164.8,77.1,29,27.5,32.5,55.3,40,56,35.5
2,163,72.3,29.9,26.7,34.3,64.6,25,56.2,36
2,162.8,74.4,28.6,27,31.9,58.4,28,59,38.5
2,165.3,74.6,29.4,26.6,31.8,63.1,37,55.6,36.5
2,160.9,75.7,28,27.1,34,60.4,27,58,36.3
2,160.2,72,27,26.2,32.5,61.8,25,55.5,34.6
2,161.3,75.7,29.4,24.5,30.6,49.6,41,56.1,36.4
2,163,76.1,27.3,22.1,30.2,55.6,27,56.4,34.8
2,160.3,74.5,27.5,24.1,30.6,49.5,26,55,36.3
2,159.8,75.3,29,25.5,31.7,50.2,28,58.5,36.6
2,164,76.5,28.6,27.4,33.7,64.6,39,57.3,36
2,160,75,28.1,23.8,33,55.6,25,53.5,36.1
2,166,77.1,27.4,22.7,32,49.4,29,58,34.9
2,167,75.2,31.4,28.4,35.6,82,25,58,37.5
2,161.7,72.9,27.3,22.7,30.3,50.8,25,54,36.3
2,152,68.4,25.9,23.3,29.2,47,28,50.8,34.3
2,161.4,76,27.5,26,35.4,64,26,56.5,33.7
2,166.9,79,28,26,30.8,59.5,28,54.8,34.7
2,154.5,70.4,26.9,24.9,31.8,50,25,51.5,34
2,162.7,75.6,28,24.4,32.2,55.7,18,54.6,37.8
2,159.5,75.8,25.5,23.7,29.7,46.7,19,54.3,34
2,161.5,74.5,27.6,25.7,33.6,59.1,23,57,36
2,156.2,69.9,28.1,24.5,31,44.8,25,53,35
2,156.4,73.4,25.2,22,29.1,46.7,31,52.6,33.6
2,154,70.5,26.8,24.8,30.4,52.6,19,51.5,33.5
2,160,76.7,27.9,26.5,32.9,58.9,19,56.2,38
2,158.4,74.6,27.1,27.7,33.4,58,23,56,34.2
2,157.1,73.5,26.4,24.5,31.1,48.5,25,55.4,33.5
2,159,72,27.6,23.2,30.3,56.5,26,54,33.6
2,172,80.8,30.4,27.7,34.1,62.5,32,59.2,37.7
2,150.1,69.2,27,23.9,29.5,40,29,50.4,34
2,165.1,80.3,28,23.7,30.9,49.3,27,56.5,36.3
1,184.5,88.3,32.8,29.5,32.6,81,27,63.5,42.2
1,168,77.2,27.5,24,29.3,51.3,18,59,38.9
1,173.2,79.8,31.9,27.7,33.9,65.4,40,59.5,40.6
1,177,81.6,32,28.4,32.4,71.9,33,62,41.2
1,181.4,84.4,32.6,28.6,33.4,70.7,31,62.2,42.2
1,177,82.6,30.9,26,31.9,61.5,19,62.1,40.5
1,169.5,77.8,32.1,29.3,33.1,70.5,26,58.5,39.6
1,170.9,79.5,32,29.5,32.6,69.1,59,59.5,39
1,173.5,81.3,32.8,31.4,33.5,79,27,62.6,40.6
1,182,84.7,33.3,30.2,35,83,24,64,43
1,182.7,86.9,31.1,26.3,30.4,68,28,62.5,39.8
1,170.2,76.5,31,30.4,33.7,71.2,25,58.3,37.7
1,162.7,71,31,28.4,30.3,63.9,31,55,37.7
1,173.3,78.7,30.4,27.2,31.1,69.2,25,58.8,39.6
1,176,80.5,30.7,30.5,35.1,82.1,19,62,38.8
1,174.5,80.2,32,28,31.6,65.7,27,61,39.4
1,172.1,82.1,29,27.7,32.7,65.4,27,59.8,37.7
1,172.4,80,31.8,29.4,33.8,73.5,24,60.8,38.9
1,173.1,78.9,32,27.9,33.3,64.4,24,61,40
1,163.9,73.6,31.4,29.7,32,67.7,44,54.5,42
1,176.4,81.6,32,27.7,33.3,70,22,61,42
1,179.4,83.9,30.3,25.5,32.7,61.1,21,63,40.3
1,174,80.7,31.8,27,32.2,65.2,25,60.5,40.7
1,176,81.2,31.8,30,35.3,80.5,22,62,40.5
1,178.8,79.4,33.4,35.3,35.7,95.7,26,63.5,41.3
1,168.1,77.6,30,27.8,31.7,62.4,28,60.2,36
1,172,79.6,29.9,24.4,31.6,61,23,58.7,39.4
1,169.9,76.3,31.2,28.9,32.1,66,32,58.2,39.5
2,165.5,79,28.1,24.8,30.6,52.7,23,57.8,36.6
2,165,75,30.2,27.9,34.1,70.5,26,58.4,37.6
2,155.5,71.1,27,23.2,31.2,51.5,22,54.8,34.5
2,163.5,76.4,28.1,24.1,32.7,58.2,19,57,37.5
2,151.9,70.3,26.9,24.7,30.9,51.2,26,50.7,34
2,160.6,75,24.9,21.4,29.3,42.9,29,52.6,34.5
2,162,75.2,29.8,28.4,33.9,64,31,57.5,34.5
2,156.6,74.2,27.8,26.6,31.4,53.8,31,56.2,35.5
2,156.8,70.7,28.9,29.4,32.1,63.2,59,53.5,35.5
2,162,75.8,29,24.9,33.4,64,21,58.6,35.6
2,164.4,76.8,27.2,23.2,31.5,51.2,29,55.3,36
2,152,68.1,29.2,27.6,30.4,57.1,58,53.5,35.1
2,162,74.8,27.9,24,31.9,51.7,52,56,37.2
2,165.7,75.3,26.9,24.6,33,54.7,35,56,35.7
2,158.2,69.5,29,28.1,33.2,61.5,50,54.5,36.2
2,160.1,76.2,28.1,25.7,30.8,52.9,42,56.5,34
2,162,75.6,26.4,22.3,30.3,43.8,25,55.2,34.5
2,163.2,73.8,28.8,24.5,31.4,48.8,28,56.5,36.6
2,156.2,68.1,28,23.7,31.7,50.2,26,52.7,35.2
2,159,70.1,28.8,27.1,32.4,60,34,53.5,36.3
2,156.2,71.4,27.2,23,31.3,46.7,35,53.5,34.5
2,163.6,74.2,29.4,26.7,34,64.2,27,56.5,37.7
2,160.8,73.7,28.4,25.8,31,50.3,23,55.2,35
2,157.6,72.6,27.8,26.4,30.5,53,30,53,33.8
2,160.5,71.8,30,27.2,34.2,59.3,39,55.1,37.2
2,155.4,71.7,26.2,22.1,31.2,49.3,25,52.5,33
2,165.5,77.3,26.5,25.2,31.1,51.7,30,57.5,34.2
2,167.5,78.3,27.5,24.4,33.1,50.2,30,58,35.6
2,161.5,78.9,27.2,26,32.5,53.7,27,58.7,32.6
2,159.9,78.2,27.3,25.5,30.1,49.8,20,57,33.2
2,152.6,68.5,28,24.8,31.4,50.6,32,53.6,36.3
2,160.4,71.4,27.6,23.8,30.1,53.7,25,54.8,36.3
2,165.3,76.8,29.4,26.7,35,66.2,26,59,36.6
2,163,74.6,29.5,28.8,34.9,61.7,27,59.1,36.9
2,161.9,74.5,28,25.5,32.3,62.8,32,57.1,33.2
2,159.8,72.5,28.1,27.2,32.8,63.8,38,54,36.1
2,165.6,74.8,33.9,33.8,36.5,91.4,28,60.5,40.4
2,162.9,75,29.5,24.5,32,54,25,59.5,37.6
2,165,74.2,27.5,25.7,31.3,55.9,38,57,36
2,159.8,69.6,29.1,27.6,31.9,62.3,41,53.8,34.1
2,167.5,77.9,28.1,26.3,31.9,54.4,34,56.5,34.6
2,160,71,31.3,30.1,32.6,67.5,45,57.5,37.1
2,159,68.9,31.3,28.8,32.1,67,45,57.5,37.5
2,161,71,28.9,28.1,31.4,57.6,26,54,33.5
2,155.9,71.4,26.6,25,31.9,49.7,26,54.5,34.5
2,161.6,75.2,25.8,21.7,30.4,45.2,34,56,33.6
2,160.3,70.9,31.8,35.5,36.8,86.4,26,57.2,36.3
2,154.6,71.3,26.3,23.8,31.1,45,26,53.5,34.2
2,155.9,69.9,26,22.2,31.5,42.7,25,52.8,34.7
2,161.1,77.7,26.1,23.9,30.3,43.7,27,56.5,33.2
2,155,72.1,26.3,23,29.7,42.2,32,54.1,33.6
2,160.3,72.9,27.4,23.5,29.3,47.7,32,54,35.8
2,158.8,72.5,27,23.8,31.3,46.9,19,54,34.4
1,171.3,77.1,35.5,34,35.5,83.6,27,62.6,39.5
1,171,82.9,30,28.4,31.8,63.5,32,64.5,39.6
1,178.6,83.6,30.3,29.9,33.3,74.7,33,64.5,38.7
1,175.6,82.2,31.5,27.8,32.2,65.6,36,61.6,40.7
1,174.1,77.3,31.6,30.8,32.8,77.2,26,59.5,38.7
1,173.7,78.5,31.2,26.9,31.1,62.6,39,59,40.6
1,169,78.3,31.6,25.4,30.1,54.4,34,60.5,40.2
1,173.7,75.1,34,31.9,32.9,90.8,33,59.2,38.6
1,180.5,81.8,34.6,32.8,32.7,87.3,39,63.4,42.7
1,167.4,75.9,30.9,31.5,32.9,76.4,38,60.5,37.1
1,176,81.3,32,29,34,70.9,29,60.6,41.4
1,173.2,80.3,31.9,30.5,33,76.1,26,62.3,38.2
1,168.4,79.3,28.2,23.3,29.8,45.1,24,58.3,38.8
1,171.5,79.5,31,27.2,32.2,70.6,24,60.5,39.5
1,172.9,81.3,31.6,28.5,33.1,65.1,30,61,40.6
1,172,76.6,31.1,27.2,31.8,69.8,26,59.6,41.6
1,163.1,70.9,32.4,31.2,32.4,73.8,50,57,38.3
1,167.1,75.4,30.4,30,32.9,72.2,52,58.5,36.1
1,178.5,80.8,33.7,30,35.9,81.1,26,63.5,42.5
1,165.7,74.9,29.8,27.7,31.8,63.2,47,57.2,38.4
1,177.4,80.5,31,26.9,32.5,63.7,30,59.6,38.7
1,174.3,77.8,31.4,26,32.4,63,26,60.2,41.3
1,161.8,71.8,31.8,29,31.9,65.3,46,57.7,40.6
1,162.1,71.7,31,28.4,32.1,70.1,51,56.3,38
1,182.5,81.3,33.5,27.5,34,75.4,31,61,42
1,166,75.7,30.4,27.5,32.1,62.6,35,58.1,37.5
1,167,74.7,31,28.3,33.2,67.8,29,57.2,38.9
1,168.3,73.1,34.1,30.9,34.4,78.9,31,58,41.4
1,171.5,75,29.7,26,31.3,62.7,31,58,38.8
1,175.1,80,32.5,30.4,34,81.1,33,60.5,39.4
1,178.6,79.3,30.5,26.4,31.8,57.6,40,61.5,39.5
1,178.8,84.8,34.5,27,32,70.3,22,61.2,40.9
1,169.5,78.6,30.8,26.1,30.5,58,22,60,42
1,169.1,75.5,29.5,26.4,30.2,53.4,34,56.8,37.2
1,169.5,76.7,29.6,26,32,63,30,58.5,40
1,173.5,81.6,31,27.9,32.4,60.3,29,60.3,40.2
1,184.5,89,32.5,27.7,33.5,71.8,28,65.3,41.4
1,176.4,79.4,30.5,26.8,31.8,67.4,31,59.1,40.8
2,166.9,78.3,27.5,23.5,31.5,55,18,57.3,35.9
2,159.7,75.9,25.1,22.2,30.7,45.1,18,56,34.6
2,155.7,69.5,28.3,25.4,31.7,55.1,18,51.8,35.6
2,164.7,75.1,28.9,24.5,31.2,48.2,18,55.5,36.8
2,159.3,72,27.5,24.5,30.7,57.6,18,55.3,36.4
2,156.6,71.9,28.7,26.4,32,58.2,18,54,35.7
2,156.5,72.4,27.8,21.9,29.5,46.3,18,53.5,34.5
2,167,76.2,27.9,24.4,30.9,51.8,18,56,37.1
2,168.3,77.8,30.1,26.5,33.3,66.9,18,58.4,38.1
2,164.4,77.6,28.3,25,32.3,56.7,18,57,34.8
2,159.5,72.7,27.5,25.8,32.3,58.8,18,52.6,34.6
2,153.1,68.6,25.4,27.4,32,55.2,18,52.2,34.5
2,148.2,65.3,24.8,22.1,28.9,40.8,18,48,32.7
2,170,81.5,26.2,23.1,29.9,44.4,18,57.6,35.7
2,148.2,68.4,26.5,23.3,29.8,45.5,18,54.6,34
2,163.4,74.2,29,25.6,31.5,58.5,18,56.2,35
2,162.6,73.5,30.9,31.2,35.9,82.1,18,56.1,35.7
2,159.4,72.8,27.5,23,33.4,52.1,18,52.6,34.5
2,161.1,75.4,25.9,23.5,29.6,48.4,16,54.5,35.8
2,163.2,72.5,28.3,25.3,33.5,62.9,16,56.4,35.2
2,157.4,72.2,26.7,22.5,29.9,52.2,16,56.3,34.9
2,155,68.9,26.1,21.5,30.4,46.6,16,53,35
2,157.6,69.2,25.4,25,30.9,53.2,16,53,34.7
2,156,72.2,28.1,24.8,30.8,53.7,17,54.6,35.8
2,159.2,71.3,28.2,22.1,30.5,54.3,16,53.5,36.6
2,168.6,78.8,28.1,26.5,33.2,66.4,16,59,36.2
2,146.5,64.1,26.8,27.5,32.5,61.4,18,50,33.3
1,164.9,72.1,30.7,28.5,31.5,69,18,56.7,37.5
2,156,72.1,27.1,25.3,31.6,53.6,17,55.3,34.5
2,156.1,67.5,26.3,22.7,29.3,48.2,16,51.5,34.6
2,165,76,28.7,25,31.8,54.7,16,58.2,35.5
2,159.4,75.1,29.5,26.8,31.9,58.8,16,57.8,37.1
2,152.5,71.3,26.6,24.9,31.2,50,16,53.4,35.5
2,160.6,72.9,27.1,27.5,33.8,60,17,58,32.8
2,167,76.3,27.4,24.6,32.9,58.4,16,60,35
1,179,82.2,28.1,24.4,30.7,55.5,18,61.1,40.5
1,178.4,82.9,32,30.4,32.8,74.4,18,63.5,41.2
1,167.5,75.3,31.4,28.1,33,66.1,18,56.7,37.5
1,176,77.4,31.5,30.5,33.4,78,18,59.5,37.5
1,171.3,77.3,32.4,25.9,33.3,70.7,18,59.6,42.7
1,167,79.4,27,24.5,30.7,51.6,18,58,37.3
1,172.4,79.2,27.9,27.5,32.6,64.9,18,61,38
1,173.4,77,34.7,33.8,36.1,95.4,18,61.8,42
1,167.5,73.2,32,27.4,32.5,73.5,18,58.5,38.9
1,174.9,78.5,34,31.9,34.3,90.7,18,62,43.5
1,172.4,79.3,29.7,24.9,30.9,58,18,57.7,40
1,179.5,85.7,32.2,28.6,33.1,77.1,18,63.3,42
1,166.1,76.1,27.5,24.6,30.4,54.7,18,57.5,37.5
1,165.5,74.9,30,27.1,33.1,69.8,18,56.3,40.7
1,162.6,75.1,27.9,24.1,29.5,50,16,55.5,36.6
1,190.5,88.6,30,27.7,33.2,70.9,16,64.8,41.2
1,177.7,81.2,27.6,23.3,31.5,53.6,16,60.4,39.5
1,173.9,81.7,29.1,25.1,31.2,62.8,16,60,39.7
1,179,85.5,29.7,25.2,30,55.8,16,63,41.9
1,164.1,76.1,27.8,24.5,28.9,50.2,16,57.3,37.5
1,180.9,85.6,29.1,26.4,32.7,63.8,17,61.5,39.5
1,173.8,82.5,26.8,22.6,28.9,47.9,17,60,37.5
1,169.3,81,26.9,22.9,29,47.3,17,57.7,37.6
1,168.6,76.7,26.3,22,28.7,46.7,18,55.3,35.5
1,175.9,80.3,30.6,26.4,32.1,69.3,17,60.5,37.2
1,166.4,79,28,23.7,28.7,50.4,17,58,37.7
1,171.6,78.8,29,25,30,55.9,17,58.7,38
1,169,75.6,28.9,25.9,31.3,65.4,17,56,39.4
2,159.2,74.5,27.5,25,31.4,60.7,18,56.3,35.5
2,158.5,72.8,31,30.4,34.3,75.1,18,57.2,36.8
2,156.2,73.7,26,24.2,30.9,45,18,55.2,36.9
2,156.6,71,26.5,26.2,30.5,51.8,18,53.6,34.7
2,165.9,77.9,29.5,28.5,33.8,66.8,18,57,37.5
2,162.5,74.1,27.6,24.5,32,61.6,18,57.4,34.6
2,156.4,73.7,28.5,26.7,31.2,60.8,19,55.2,35.6
2,153.6,69.7,28.1,25.8,31.4,59.1,18,54.3,36.3
2,149.1,66.5,27.9,27.2,31.5,58.9,18,49.6,34.2
2,163.1,77.5,28.3,26.8,33.1,52.6,18,57.8,35.7
2,153.5,70,26.5,25.8,31.4,52.7,18,51.6,34.8
2,158,75,25.3,24,30.6,44.8,18,54.4,33.5
2,158.6,72.5,27,23.1,30.5,49.5,18,56.6,35.7
2,154.9,65.7,30,27,32.8,64.3,18,52.8,36.6
2,159.9,69.3,27.4,27,33,61.8,18,54,35.3
2,147.8,66.6,26.1,22.1,28.6,41.7,18,49.3,34.1
2,160.4,70.9,28.7,25.7,33,67.8,18,55.5,36
2,163,75.1,25.6,24.8,31,52.6,18,54.8,32.3
2,161.6,75.1,27.3,22.7,30.8,45.3,18,54.5,37.7
2,159,69,25.8,23.5,30.5,52,16,52.1,35.1
2,154.6,68,25.6,21.5,29.3,43.4,16,51.5,34.3
2,159.6,73.9,27,22.8,31,50.4,16,52.8,35.1
2,164.5,74.4,27.3,21.5,31,50.9,16,55.6,36.8
2,157.4,73.5,24.2,21.4,29,41.1,16,52,34.5
2,160.1,72.5,28.2,26.6,32.6,61.9,16,53.8,34.3
2,164.7,74.3,29.5,26.3,33.8,66.5,16,56.3,35
1,165,75.9,27.2,21.6,28.3,45.6,17,56,38.7
1,172,76.8,31,29.4,34,72,17,60.7,37.3
1,175.7,82,28.5,24.5,30.4,57.3,17,61.2,37.6
1,174,81,28.8,25.4,29.9,0,17,60.5,38.7
1,158,74.3,24.1,22.6,27.4,42.9,18,54.3,34
1,172.8,74.5,28.2,25.1,29.9,56.1,18,56.5,36.6
1,166,74.8,27.7,23.4,27.5,52.7,18,56.7,37.2
1,173.5,82.5,29.5,25.9,31,58.7,18,62,37.7
1,173.6,79.6,30.9,26,30.2,62.5,18,61.3,42
1,172.9,80.5,28.7,23,30,53.1,17,59,39.2
1,171.1,75.7,28.1,25.2,30.6,57.4,18,58.5,38.4
1,167.2,75.7,28.1,27.4,31.7,62.1,18,56.7,38.5
1,169.5,77.3,30,29.1,33.3,68.4,18,57,37.7
1,175.2,79.7,33.9,32.3,35.3,86.2,18,61,40
1,174,78.7,29.5,28.4,33.6,68.5,17,61.3,41
1,171.6,80.4,27.6,23,31,49.2,17,56.2,35.6
1,168.9,75.6,30.5,27.2,31.6,63.1,17,59,36.9
1,169.7,78.6,29.5,23.6,30.2,52.9,17,59.3,37.3
1,169,78.7,28.2,22.8,28.8,50,17,58.3,38
1,173.2,81.1,28.2,27,30.9,55.3,17,58,35.3
1,177.5,80.3,35,36,36.9,101.7,17,65,42.6
1,171.5,79.3,27.2,22.2,28.9,48.9,18,59.3,38.6
1,180,85.6,30,28.6,33.3,75.1,18,63.4,39.6
1,180.7,87.8,38.1,40.4,39.2,125.3,18,64.3,43.2
1,179.4,83.5,34.5,29.1,33.7,75.1,18,61.3,41.8
1,179.4,80.9,33.9,33.9,37.5,97.4,18,62,40.6
1,171.5,77.8,28.1,22.7,30.9,59.7,18,59,40.9
1,181.4,85.1,27.7,23.8,31.2,57.6,19,61.5,40.5
2,158,73.1,28.2,24.5,30.5,51.6,19,55.2,35.1
1,170.7,77.7,28.4,23.7,30.7,56.9,18,57.4,40
1,173.5,78.8,30.5,26.8,32.5,63.4,18,58.8,39.3
1,190.7,89.4,31.8,29.5,35.8,88.7,18,64.5,39.1
1,170.3,78.8,28.2,25.9,31.3,59,18,58.5,39
1,168.5,80.2,26.7,23.5,30.5,48.8,18,59.2,37.3
2,162,73,29.1,24.6,33.6,63.5,19,54.8,35.7
2,157,75,26.4,24.3,31.1,48.1,19,53.5,33.6
2,160.9,73.5,28,23.9,31.2,57.2,21,55.4,37.3
2,156,71.7,28.3,22.2,29.9,40.6,20,54,34.9
2,162,73.3,26.8,21.6,29.2,0,19,54.5,34.3
2,156.8,72.3,26,21.3,28.9,45.3,19,54.3,34.7
2,163.4,75.2,27.5,24.8,30.2,51.8,19,54.5,33.3
2,156.4,70.6,28.6,25.5,32.5,57.2,20,54.4,35.8
2,171.6,80.3,28.1,23.5,31.7,50.3,19,58.4,36.8
2,156.1,71.4,26.9,22.2,29.6,47.3,19,52.8,34.8
2,165.6,74.8,31.1,26.6,30.9,61,20,55.2,37
2,152,66.7,26.8,24.4,29.6,49.4,19,51.4,34.4
2,165,78.1,28.1,26.1,33,61.5,22,57.2,34.7
2,158.4,71.8,27.5,22.1,30.4,46.9,20,53.5,35.2
2,151.4,67,27.7,26.6,32.7,55.6,20,50.8,31.7
2,155.8,71.1,25.7,21.7,29.4,42.1,20,52.8,36
2,159.5,73,29.1,25.4,30.7,51.4,22,53.8,37
2,152.7,65.5,28.3,25.4,32.7,55.3,29,51.4,34.6
2,152.1,68.6,27.2,25.2,30.1,49.6,21,51,29.9
2,152.6,69.3,27.4,24.5,30.2,48.2,19,51.8,34
2,165.3,77.5,29.5,25.5,34.1,57.7,20,57.7,36.5
2,153.5,69.9,25.6,22.7,29.1,42.5,22,50.5,34
2,158.1,70.3,28.1,25.6,32.1,59.7,19,52.5,35.9
2,172.4,82.6,28.6,21.5,31.6,53.2,19,56.5,35.4
2,164.5,77.1,29,25.7,33,56.5,29,57.8,35.6
2,158.4,72.9,26.5,22.4,29.4,39,20,53,34.8
2,162,76.6,28.1,23.4,30.1,47.3,20,55.3,36.8
1,165,71.7,29.6,27.8,32.4,68.4,47,54,39.6
1,176.5,83.2,29,25.1,32.5,62.6,23,61.5,40.4
1,174,80.7,33.2,25.5,31.5,60.8,20,60,44.5
1,178.4,84.9,31.3,27.9,33.6,68.2,19,63.5,40
1,182.5,84.3,32.9,26.9,32.8,74.1,23,64.8,41
1,170.2,78.3,29.8,24.5,30.8,63.5,22,57,39.1
1,167.4,73.7,35.4,36.7,38.2,102.7,19,56.3,38.4
1,175.4,79.7,33.2,29.3,32.9,76.6,27,61.8,40.4
1,175.5,83.8,32.1,30,32.5,80.1,20,63.5,39.4
1,186,83.8,35.4,33.6,37.4,101.8,19,63.7,45.3
1,177.7,81.8,33.2,30.4,33.6,79.1,20,63.3,38.2
1,177.6,80.5,31.7,30.8,35,84.8,20,63.4,40.1
1,172.8,81.6,29.6,25.6,31.9,57.7,19,58.6,39.2
1,179.5,81.7,34.2,30.1,34.4,85.5,19,65.7,43.2
1,170.2,79.9,30.3,25,30,54.5,23,59.8,38.5
1,181.6,80.2,31.1,25.1,31.5,68.8,19,60.6,42.5
1,168.6,76.7,29.4,25.3,29,58.5,19,59.2,40
1,172,78.4,30.7,28.9,32,64.7,19,58,39.7
1,165.5,76.5,28.1,25,30.5,55.6,20,57.6,38.2
1,173.2,82.5,30.2,24.5,30,65.2,23,60.5,40.6
1,178,79.7,34.1,29.9,35.3,85.3,24,64.6,44.3
1,185.5,86.2,33.6,29,34.1,77.4,24,66.1,42.4
1,171.8,78.6,29.8,25.7,31,61.8,22,59.5,41.4
1,175.3,79.4,33.1,27.3,32.3,69,22,58.6,38.5
1,169,76.5,29.7,25.1,30.8,61.7,22,57.5,38.3
1,176.4,81.6,33.4,28.8,32.5,79.4,23,61.5,40.9
1,171.5,76.8,29.7,25.7,31.9,64.6,22,56.5,38.6
1,168.8,74.2,31.2,28.1,32.5,70.8,22,58,40.4
1,174,81,28.7,24.1,31.5,57.2,19,59.3,40.2
1,179,83,30.3,24.6,31.2,57.5,23,60.5,43.2
1,175.5,79.8,34.8,38.4,35.4,92,23,60,39.6
1,183,85.8,32.5,30.4,33.7,78.5,23,65,43.2
1,173.8,78,31,26.5,32.5,68.7,23,54.2,42.2
1,166,73,28.1,25.7,30.6,62.9,22,56,37.2
1,171,80.7,30.1,27.6,32.7,65.5,22,59.8,37.3
1,180.5,83.1,31.8,27.7,34.3,78.7,22,62.3,41.9
1,171,74.9,31.5,29,34.3,76.7,23,59.5,41
1,167.8,76.5,32.7,28.8,33.2,73.6,23,57.2,37.6
1,178.5,83.5,32.1,29,34,71.9,22,61,40
1,182,84.3,31.4,25.4,32.7,68.1,23,63,39.8
1,172.4,81.3,29.6,25.3,29.6,54.2,23,60.5,37.8
1,172.2,78.7,33,29.4,32.6,71.6,23,61,41.4
1,177,79.7,35.7,32,35.4,89.4,23,61.2,38.2
